Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
9306,WAS,2004,2004-09-19,1:04,1:04,@,NYG,2,2,Sun,L 14-20,,15,0,0,0
9307,WAS,2004,2004-10-10,8:36,8:36,,BAL,5,5,Sun,L 10-17,,15,0,0,0
9308,WAS,2004,2004-11-28,1:02,1:02,@,PIT,12,11,Sun,L 7-16,,15,0,0,0
9309,WAS,2004,2004-12-12,8:37,8:37,,PHI,14,13,Sun,L 14-17,,15,0,0,0
9310,WAS,2004,2004-12-18,5:16,2:16,@,SFO,15,14,Sat,W 26-16,,15,0,0,0
9311,WAS,2006,2006-11-26,1:03,1:03,,CAR,12,11,Sun,W 17-13,,15,0,0,0
9312,WAS,2006,2006-12-17,1:04,12:04,@,NOR,15,14,Sun,W 16-10,,15,0,0,0
9313,WAS,2007,2007-12-02,1:02,1:02,,BUF,13,12,Sun,L 16-17,,15,0,0,0
9314,WAS,2008,2008-11-03,8:41,8:41,,PIT,9,9,Mon,L 6-23,,15,0,0,0
9315,WAS,2008,2008-12-21,4:16,4:16,,PHI,16,15,Sun,W 10-3,,15,0,0,0
9316,WAS,2009,2009-12-13,4:05,1:05,@,OAK,14,13,Sun,W 34-13,,15,0,0,0
9317,WAS,2010,2010-11-21,1:03,12:03,@,TEN,11,10,Sun,W 19-16,OT,15,0,0,0
9318,WAS,2010,2010-12-12,1:03,1:03,,TAM,14,13,Sun,L 16-17,,15,0,0,0
9319,WAS,2010,2010-12-26,1:03,1:03,@,JAX,16,15,Sun,W 20-17,OT,15,0,0,0
9320,WAS,2011,2011-09-11,4:23,4:23,,NYG,1,1,Sun,W 28-14,,15,5,10,0
9321,WAS,2011,2011-11-06,1:03,1:03,,SFO,9,8,Sun,L 11-19,,15,5,10,0
9322,WAS,2011,2011-11-27,4:07,1:07,@,SEA,12,11,Sun,W 23-17,,15,6,8,1
9323,WAS,2013,2013-11-25,8:40,8:40,,SFO,12,11,Mon,L 6-27,,15,3,12,0
9324,ATL,2000,2000-09-24,1:02,1:02,,STL,4,4,Sun,L 20-41,,14,0,0,0
9325,ATL,2000,2000-10-08,4:05,4:05,,NYG,6,6,Sun,L 6-13,,14,0,0,0
9326,ATL,2001,2001-11-18,1:02,12:02,@,GNB,10,9,Sun,W 23-20,,14,0,0,0
9327,ATL,2001,2001-11-25,1:02,1:02,@,CAR,11,10,Sun,W 10-7,,14,0,0,0
9328,ATL,2004,2004-09-19,1:03,1:03,,STL,2,2,Sun,W 34-17,,14,0,0,0
9329,ATL,2004,2004-11-14,1:05,1:05,,TAM,10,9,Sun,W 24-14,,14,0,0,0
9330,ATL,2005,2005-12-04,1:03,1:03,@,CAR,13,12,Sun,L 6-24,,14,0,0,0
9331,ATL,2005,2005-12-18,8:37,7:37,@,CHI,15,14,Sun,L 3-16,,14,0,0,0
9332,ATL,2006,2006-10-01,1:03,1:03,,ARI,4,4,Sun,W 32-10,,14,0,0,0
9333,ATL,2007,2007-10-21,1:03,12:03,@,NOR,7,7,Sun,L 16-22,,14,0,0,0
9334,ATL,2010,2010-09-12,1:02,1:02,@,PIT,1,1,Sun,L 9-15,OT,14,0,0,0
9335,ATL,2010,2010-11-07,1:02,1:02,,TAM,9,8,Sun,W 27-21,,14,0,0,0
9336,ATL,2019,2019-11-28,8:20,8:20,,NOR,13,12,Thu,L 18-26,,14,4,10,0
9337,ATL,2019,2019-12-29,1:00,1:00,@,TAM,17,16,Sun,W 28-22,OT,14,5,8,1
9338,BUF,2000,2000-09-10,1:01,1:01,,GNB,2,2,Sun,W 27-18,,14,0,0,0
9339,BUF,2000,2000-10-01,1:01,1:01,,IND,5,4,Sun,L 16-18,,14,0,0,0
9340,BUF,2000,2000-11-05,1:02,1:02,@,NWE,10,9,Sun,W 16-13,OT,14,0,0,0
9341,BUF,2001,2001-10-18,8:35,8:35,@,JAX,6,5,Thu,W 13-10,,14,0,0,0
9342,BUF,2002,2002-12-01,1:02,1:02,,MIA,13,12,Sun,W 38-21,,14,0,0,0
9343,BUF,2002,2002-12-08,1:02,1:02,@,NWE,14,13,Sun,L 17-27,,14,0,0,0
9344,BUF,2002,2002-12-15,1:02,1:02,,SDG,15,14,Sun,W 20-13,,14,0,0,0
9345,BUF,2002,2002-12-22,1:02,12:02,@,GNB,16,15,Sun,L 0-10,,14,0,0,0
9346,BUF,2003,2003-11-09,4:15,3:15,@,DAL,10,9,Sun,L 6-10,,14,0,0,0
9347,BUF,2003,2003-12-07,4:15,4:15,,NYJ,14,13,Sun,W 17-6,,14,0,0,0
9348,BUF,2004,2004-09-12,1:04,1:04,,JAX,1,1,Sun,L 10-13,,14,0,0,0
9349,BUF,2004,2004-10-17,1:01,1:01,,MIA,6,5,Sun,W 20-13,,14,0,0,0
9350,BUF,2004,2004-10-31,1:02,1:02,,ARI,8,7,Sun,W 38-14,,14,0,0,0
9351,BUF,2006,2006-10-01,1:02,1:02,,MIN,4,4,Sun,W 17-12,,14,0,0,0
9352,BUF,2007,2007-10-28,4:05,4:05,@,NYJ,8,7,Sun,W 13-3,,14,0,0,0
9353,BUF,2014,2014-12-28,1:02,1:02,@,NWE,17,16,Sun,W 17-9,,14,4,7,3
9354,BUF,2015,2015-12-27,1:02,1:02,,DAL,16,15,Sun,W 16-6,,14,3,10,1
9355,BUF,2017,2017-11-26,1:00,12:00,@,KAN,12,11,Sun,W 16-10,,14,3,10,1
9356,BUF,2018,2018-12-16,1:00,1:00,,DET,15,14,Sun,W 14-13,,14,7,7,0
9357,BUF,2019,2019-10-06,1:00,12:00,@,TEN,5,5,Sun,W 14-7,,14,5,5,4
9358,BUF,2020,2020-12-13,8:20,8:20,,PIT,14,13,Sun,W 26-15,,14,3,10,1
9359,CAR,2002,2002-10-27,1:02,1:02,,TAM,8,8,Sun,L 9-12,,14,0,0,0
9360,CAR,2002,2002-12-01,1:04,1:04,@,CLE,13,12,Sun,W 13-6,,14,0,0,0
9361,CAR,2003,2003-11-02,1:02,12:02,@,HOU,9,8,Sun,L 10-14,,14,0,0,0
9362,CAR,2003,2003-12-28,4:05,4:05,@,NYG,17,16,Sun,W 37-24,,14,0,0,0
9363,CAR,2005,2005-09-18,1:02,1:02,,NWE,2,2,Sun,W 27-17,,14,0,0,0
9364,CAR,2005,2005-10-30,1:02,1:02,,MIN,8,7,Sun,W 38-13,,14,0,0,0
9365,CAR,2005,2005-11-27,1:02,1:02,@,BUF,12,11,Sun,W 13-9,,14,0,0,0
9366,CAR,2005,2005-12-04,1:03,1:03,,ATL,13,12,Sun,W 24-6,,14,0,0,0
9367,CAR,2006,2006-11-26,1:03,1:03,@,WAS,12,11,Sun,L 13-17,,14,0,0,0
9368,CAR,2009,2010-01-03,1:04,1:04,,NOR,17,16,Sun,W 23-10,,14,0,0,0
9369,CAR,2010,2010-09-19,1:03,1:03,,TAM,2,2,Sun,L 7-20,,14,0,0,0
9370,CAR,2015,2015-10-18,4:06,1:06,@,SEA,6,5,Sun,W 27-23,,14,4,10,0
9371,CAR,2015,2015-11-26,4:31,3:31,@,DAL,12,11,Thu,W 33-14,,14,3,10,1
9372,CAR,2021,2021-09-23,8:20,7:20,@,HOU,3,3,Thu,W 24-9,,14,2,10,2
9373,CHI,2000,2000-11-12,1:02,1:02,@,BUF,11,10,Sun,L 3-20,,14,0,0,0
9374,CHI,2000,2000-11-19,1:04,12:04,,TAM,12,11,Sun,W 13-10,,14,0,0,0
9375,CHI,2004,2004-11-14,1:03,12:03,@,TEN,10,9,Sun,W 19-17,OT,14,0,0,0
9376,CHI,2005,2005-09-18,1:02,12:02,,DET,2,2,Sun,W 38-6,,14,0,0,0
9377,CHI,2006,2006-09-10,4:15,3:15,@,GNB,1,1,Sun,W 26-0,,14,0,0,0
9378,CHI,2006,2006-10-01,8:21,7:21,,SEA,4,4,Sun,W 37-6,,14,0,0,0
9379,CHI,2008,2008-12-07,1:02,12:02,,JAX,14,13,Sun,W 23-10,,14,0,0,0
9380,CHI,2009,2009-12-06,1:02,12:02,,STL,13,12,Sun,W 17-9,,14,0,0,0
9381,CHI,2010,2010-12-05,1:03,1:03,@,DET,13,12,Sun,W 24-20,,14,0,0,0
9382,CHI,2010,2011-01-02,4:15,3:15,@,GNB,17,16,Sun,L 3-10,,14,0,0,0
9383,CHI,2017,2017-12-10,1:00,1:00,@,CIN,14,13,Sun,W 33-7,,14,3,9,2
9384,CHI,2018,2018-12-09,8:20,12:00,,LAR,14,13,Sun,W 15-6,,14,5,9,0
9385,CHI,2019,2019-11-24,1:00,12:00,,NYG,12,11,Sun,W 19-14,,14,4,9,1
9386,CHI,2019,2019-12-29,1:00,3:00,@,MIN,17,16,Sun,W 21-19,,14,7,6,1
9387,CHI,2020,2020-12-27,1:00,1:00,@,JAX,16,15,Sun,W 41-17,,14,3,10,1
9388,CHI,2021,2021-09-19,1:00,12:00,,CIN,2,2,Sun,W 20-17,,14,2,10,2
9389,CHI,2021,2021-11-25,12:30,12:30,@,DET,12,11,Thu,W 16-14,,14,5,8,1
9390,CHI,2021,2021-12-05,1:00,12:00,,ARI,13,12,Sun,L 22-33,,14,7,6,1
9391,CIN,2001,2001-11-25,1:03,1:03,@,CLE,11,10,Sun,L 0-18,,14,0,0,0
9392,CIN,2004,2004-09-26,1:02,1:02,,BAL,3,3,Sun,L 9-23,,14,0,0,0
9393,CIN,2006,2006-12-10,1:03,1:03,,OAK,14,13,Sun,W 27-10,,14,0,0,0
9394,CIN,2008,2008-12-28,1:02,1:02,,KAN,17,16,Sun,W 16-6,,14,0,0,0
9395,CIN,2009,2009-12-06,1:02,1:02,,DET,13,12,Sun,W 23-13,,14,0,0,0
9396,CIN,2010,2010-09-19,1:02,1:02,,BAL,2,2,Sun,W 15-10,,14,0,0,0
9397,CIN,2010,2010-11-08,8:40,8:40,,PIT,9,8,Mon,L 21-27,,14,0,0,0
9398,CIN,2010,2010-12-19,1:02,1:02,,CLE,15,14,Sun,W 19-17,,14,0,0,0
9399,CIN,2012,2012-11-25,1:02,1:02,,OAK,12,11,Sun,W 34-10,,14,6,8,0
9400,CIN,2013,2013-09-16,8:41,8:41,,PIT,2,2,Mon,W 20-10,,14,2,11,1
9401,CIN,2014,2014-11-30,1:02,1:02,@,TAM,13,12,Sun,W 14-13,,14,4,7,3
9402,CIN,2017,2017-09-14,8:25,8:25,,HOU,2,2,Thu,L 9-13,,14,6,6,2
9403,CIN,2021,2021-11-07,1:00,1:00,,CLE,9,9,Sun,L 16-41,,14,6,7,1
9404,CLE,2001,2001-09-30,4:15,4:15,@,JAX,3,3,Sun,W 23-14,,14,0,0,0
9405,CLE,2001,2001-12-02,1:02,1:02,,TEN,12,11,Sun,L 15-31,,14,0,0,0
9406,CLE,2002,2002-10-27,1:02,1:02,@,NYJ,8,8,Sun,W 24-21,,14,0,0,0
9407,CLE,2002,2002-11-17,1:02,1:02,@,CIN,11,10,Sun,W 27-20,,14,0,0,0
9408,CLE,2003,2003-09-14,1:02,1:02,@,BAL,2,2,Sun,L 13-33,,14,0,0,0
9409,CLE,2006,2006-10-01,4:15,1:15,@,OAK,4,4,Sun,W 24-21,,14,0,0,0
9410,CLE,2006,2006-12-17,1:02,1:02,@,BAL,15,14,Sun,L 17-27,,14,0,0,0
9411,CLE,2008,2008-09-14,8:23,8:23,,PIT,2,2,Sun,L 6-10,,14,0,0,0
9412,CLE,2008,2008-09-28,1:02,1:02,@,CIN,4,4,Sun,W 20-12,,14,0,0,0
9413,CLE,2008,2008-11-30,1:02,1:02,,IND,13,12,Sun,L 6-10,,14,0,0,0
9414,CLE,2009,2009-11-16,8:40,8:40,,BAL,10,9,Mon,L 0-16,,14,0,0,0
9415,CLE,2017,2017-10-08,1:00,1:00,,NYJ,5,5,Sun,L 14-17,,14,1,12,1
9416,CLE,2018,2018-09-20,8:20,8:20,,NYJ,3,3,Thu,W 21-17,,14,5,9,0
9417,CLE,2020,2020-12-20,8:20,8:20,@,NYG,15,14,Sun,W 20-6,,14,4,10,0
9418,IND,2000,2000-12-17,4:16,4:16,@,MIA,16,15,Sun,W 20-13,,14,0,0,0
9419,IND,2001,2001-11-04,1:01,1:01,@,BUF,8,7,Sun,W 30-14,,14,0,0,0
9420,IND,2001,2001-11-11,1:00,1:00,,MIA,9,8,Sun,L 24-27,,14,0,0,0
9421,IND,2003,2003-09-14,1:00,12:00,,TEN,2,2,Sun,W 33-7,,14,0,0,0
9422,IND,2004,2004-11-21,1:02,12:02,@,CHI,11,10,Sun,W 41-10,,14,0,0,0
9423,IND,2005,2005-09-25,12:03,12:03,,CLE,3,3,Sun,W 13-6,,14,0,0,0
9424,IND,2009,2009-10-25,1:00,12:00,@,STL,7,6,Sun,W 42-6,,14,0,0,0
9425,IND,2011,2011-12-22,8:29,8:29,,HOU,16,15,Thu,W 19-16,,14,7,6,1
9426,IND,2013,2013-09-22,4:25,1:25,@,SFO,3,3,Sun,W 27-7,,14,6,8,0
9427,IND,2013,2013-09-29,1:06,1:06,@,JAX,4,4,Sun,W 37-3,,14,0,10,4
9428,IND,2014,2014-12-07,1:03,1:03,@,CLE,14,13,Sun,W 25-24,,14,6,7,1
9429,IND,2014,2014-12-14,1:02,1:02,,HOU,15,14,Sun,W 17-10,,14,5,7,2
9430,IND,2015,2016-01-03,1:02,1:02,,TEN,17,16,Sun,W 30-24,,14,4,8,2
9431,IND,2017,2017-12-10,1:00,1:00,@,BUF,14,13,Sun,L 7-13,OT,14,10,4,0
9432,IND,2018,2018-11-25,4:25,1:00,,MIA,12,11,Sun,W 27-24,,14,5,8,1
9433,ARI,2000,2000-12-17,4:15,2:15,,BAL,16,15,Sun,L 7-13,,14,0,0,0
9434,ARI,2002,2002-09-29,4:04,1:04,,NYG,4,4,Sun,W 21-7,,14,0,0,0
9435,ARI,2002,2002-10-20,4:15,1:15,,DAL,7,6,Sun,W 9-6,OT,14,0,0,0
9436,ARI,2004,2004-10-03,4:05,1:05,,NOR,4,4,Sun,W 34-10,,14,0,0,0
9437,ARI,2005,2005-09-11,4:18,4:18,@,NYG,1,1,Sun,L 19-42,,14,0,0,0
9438,ARI,2006,2006-12-24,4:05,1:05,@,SFO,16,15,Sun,W 26-20,,14,0,0,0
9439,ARI,2007,2007-10-14,4:05,1:05,,CAR,6,6,Sun,L 10-25,,14,0,0,0
9440,ARI,2009,2009-12-27,4:05,2:05,,STL,16,15,Sun,W 31-10,,14,0,0,0
9441,ARI,2013,2013-11-17,1:04,1:04,@,JAX,11,10,Sun,W 27-14,,14,3,9,2
9442,ARI,2013,2013-12-08,4:25,2:25,,STL,14,13,Sun,W 30-10,,14,3,7,4
9443,ARI,2015,2015-10-18,1:04,1:04,@,PIT,6,6,Sun,L 13-25,,14,6,6,2
9444,ARI,2017,2017-11-09,8:25,6:25,,SEA,10,9,Thu,L 16-22,,14,3,10,1
9445,ARI,2017,2017-12-10,4:05,2:05,,TEN,14,13,Sun,W 12-7,,14,3,9,2
9446,ARI,2017,2017-12-17,1:00,1:00,@,WAS,15,14,Sun,L 15-20,,14,1,10,3
9447,DAL,2001,2001-09-30,8:38,8:38,@,PHI,3,3,Sun,L 18-40,,14,0,0,0
9448,DAL,2002,2002-10-13,1:03,12:03,,CAR,6,6,Sun,W 14-13,,14,0,0,0
9449,DAL,2003,2003-10-12,1:03,12:03,,PHI,6,5,Sun,W 23-21,,14,0,0,0
9450,DAL,2003,2003-10-26,1:01,1:01,@,TAM,8,7,Sun,L 0-16,,14,0,0,0
9451,DAL,2003,2003-11-16,8:37,8:37,@,NWE,11,10,Sun,L 0-12,,14,0,0,0
9452,DAL,2005,2005-09-19,9:07,8:07,,WAS,2,2,Mon,L 13-14,,14,0,0,0
9453,DAL,2007,2007-10-08,8:40,8:40,@,BUF,5,5,Mon,W 25-24,,14,0,0,0
9454,DAL,2008,2008-10-12,4:15,1:15,@,ARI,6,6,Sun,L 24-30,OT,14,0,0,0
9455,DAL,2008,2008-11-16,8:23,8:23,@,WAS,11,10,Sun,W 14-10,,14,0,0,0
9456,DAL,2009,2009-11-22,1:03,12:03,,WAS,11,10,Sun,W 7-6,,14,0,0,0
9457,DAL,2009,2009-11-26,4:15,3:15,,OAK,12,11,Thu,W 24-7,,14,0,0,0
9458,DAL,2010,2010-09-19,1:05,12:05,,CHI,2,2,Sun,L 20-27,,14,0,0,0
9459,DAL,2010,2010-10-17,4:15,3:15,@,MIN,6,5,Sun,L 21-24,,14,0,0,0
9460,DAL,2010,2011-01-02,4:15,4:15,@,PHI,17,16,Sun,W 14-13,,14,0,0,0
9461,DAL,2011,2011-09-18,4:05,1:05,@,SFO,2,2,Sun,W 27-24,OT,14,3,10,1
9462,DAL,2016,2016-10-02,4:25,1:25,@,SFO,4,4,Sun,W 24-17,,14,6,8,0
9463,DAL,2018,2018-11-29,8:20,7:20,,NOR,13,12,Thu,W 13-10,,14,4,6,4
9464,DAL,2021,2021-12-12,1:00,1:00,@,WAS,14,13,Sun,W 27-20,,14,6,7,1
9465,DAL,2021,2021-12-26,8:20,7:20,,WAS,16,15,Sun,W 56-14,,14,4,9,1
9466,DEN,2000,2000-11-19,4:05,2:05,,SDG,12,11,Sun,W 38-37,,14,0,0,0
9467,DEN,2001,2001-09-23,8:37,5:37,@,ARI,2,2,Sun,W 38-17,,14,0,0,0
9468,DEN,2002,2002-09-30,9:08,9:08,@,BAL,4,4,Mon,L 23-34,,14,0,0,0
9469,DEN,2003,2003-10-19,1:00,12:00,@,MIN,7,7,Sun,L 20-28,,14,0,0,0
9470,DEN,2004,2004-12-05,4:05,1:05,@,SDG,13,12,Sun,L 17-20,,14,0,0,0
9471,DEN,2006,2006-10-15,8:21,6:21,,OAK,6,5,Sun,W 13-3,,14,0,0,0
9472,DEN,2008,2008-12-07,4:05,2:05,,KAN,14,13,Sun,W 24-17,,14,0,0,0
9473,DEN,2009,2009-12-06,1:00,12:00,@,KAN,13,12,Sun,W 44-13,,14,0,0,0
9474,DEN,2011,2011-12-24,1:02,1:02,@,BUF,16,15,Sat,L 14-40,,14,7,6,1
9475,DEN,2011,2012-01-01,4:16,2:16,,KAN,17,16,Sun,L 3-7,,14,5,8,1
9476,DEN,2012,2012-10-28,8:30,6:30,,NOR,8,7,Sun,W 34-14,,14,2,12,0
9477,DEN,2012,2012-12-06,8:30,5:30,@,OAK,14,13,Thu,W 26-13,,14,2,11,1
9478,DEN,2013,2013-12-22,1:02,12:02,@,HOU,16,15,Sun,W 37-13,,14,5,8,1
9479,DEN,2015,2015-11-01,8:30,6:30,,GNB,8,7,Sun,W 29-10,,14,7,3,4
9480,DEN,2016,2016-10-24,8:30,6:30,,HOU,7,7,Mon,W 27-9,,14,5,8,1
9481,DEN,2017,2017-10-22,4:25,1:25,@,LAC,7,6,Sun,L 0-21,,14,2,8,4
9482,DEN,2018,2018-10-18,8:20,6:20,@,ARI,7,7,Thu,W 45-10,,14,4,8,2
9483,DEN,2019,2019-10-17,8:20,6:20,,KAN,7,7,Thu,L 6-30,,14,5,7,2
9484,DEN,2020,2020-10-18,1:00,1:00,@,NWE,6,5,Sun,W 18-12,,14,5,9,0
9485,DEN,2021,2021-11-07,1:00,12:00,@,DAL,9,9,Sun,W 30-16,,14,2,11,1
9486,DET,2003,2003-09-21,1:03,1:03,,MIN,3,3,Sun,L 13-23,,14,0,0,0
9487,DET,2003,2003-10-26,1:03,12:03,@,CHI,8,7,Sun,L 16-24,,14,0,0,0
9488,DET,2005,2005-10-16,1:02,1:02,,CAR,6,5,Sun,L 20-21,,14,0,0,0
9489,DET,2005,2005-10-30,1:04,1:04,,CHI,8,7,Sun,L 13-19,OT,14,0,0,0
9490,DET,2009,2009-10-04,1:02,12:02,@,CHI,4,4,Sun,L 24-48,,14,0,0,0
9491,DET,2011,2011-10-16,1:03,1:03,,SFO,6,6,Sun,L 19-25,,14,7,6,1
9492,DET,2012,2012-09-09,1:03,1:03,,STL,1,1,Sun,W 27-23,,14,4,10,0
9493,DET,2014,2014-09-21,1:02,1:02,,GNB,3,3,Sun,W 19-7,,14,3,9,2
9494,DET,2015,2015-11-26,12:35,12:35,,PHI,12,11,Thu,W 45-14,,14,4,9,1
9495,DET,2017,2017-09-18,8:30,8:30,@,NYG,2,2,Mon,W 24-10,,14,2,12,0
9496,DET,2021,2021-12-26,1:00,1:00,@,ATL,16,15,Sun,L 16-20,,14,4,10,0
9497,GNB,2000,2000-11-12,4:15,4:15,@,TAM,11,10,Sun,L 15-20,,14,0,0,0
9498,GNB,2001,2001-09-09,12:02,12:02,,DET,1,1,Sun,W 28-6,,14,0,0,0
9499,GNB,2002,2002-09-22,4:17,4:17,@,DET,3,3,Sun,W 37-31,,14,0,0,0
9500,GNB,2002,2002-11-24,4:15,4:15,@,TAM,12,11,Sun,L 7-21,,14,0,0,0
9501,GNB,2003,2003-09-14,1:02,12:02,,DET,2,2,Sun,W 31-6,,14,0,0,0
9502,GNB,2005,2005-10-09,1:02,12:02,,NOR,5,5,Sun,W 52-3,,14,0,0,0
9503,GNB,2006,2006-11-12,1:05,12:05,@,MIN,10,9,Sun,W 23-17,,14,0,0,0
9504,GNB,2007,2007-12-23,1:03,12:03,@,CHI,16,15,Sun,L 7-35,,14,0,0,0
9505,GNB,2009,2009-12-13,1:02,12:02,@,CHI,14,13,Sun,W 21-14,,14,0,0,0
9506,GNB,2010,2010-09-19,1:02,12:02,,BUF,2,2,Sun,W 34-7,,14,0,0,0
9507,GNB,2010,2010-12-19,8:30,8:30,@,NWE,15,14,Sun,L 27-31,,14,0,0,0
9508,GNB,2011,2011-11-14,8:40,7:40,,MIN,10,9,Mon,W 45-7,,14,6,8,0
9509,GNB,2012,2012-09-24,8:41,5:41,@,SEA,3,3,Mon,L 12-14,,14,6,4,4
9510,GNB,2015,2016-01-03,8:30,7:30,,MIN,17,16,Sun,L 13-20,,14,6,5,3
9511,GNB,2016,2016-10-09,8:30,7:30,,NYG,5,4,Sun,W 23-16,,14,2,12,0
9512,GNB,2017,2017-11-12,1:00,12:00,@,CHI,10,9,Sun,W 23-16,,14,1,12,1
9513,GNB,2017,2017-11-19,1:00,12:00,,BAL,11,10,Sun,L 0-23,,14,4,7,3
9514,GNB,2021,2021-11-07,4:25,3:25,@,KAN,9,9,Sun,L 7-13,,14,4,9,1
9515,HOU,2002,2002-10-20,4:05,4:05,@,CLE,7,6,Sun,L 17-34,,14,0,0,0
9516,HOU,2003,2003-09-07,1:06,1:06,@,MIA,1,1,Sun,W 21-20,,14,0,0,0
9517,HOU,2004,2004-10-31,1:02,12:02,,JAX,8,7,Sun,W 20-6,,14,0,0,0
9518,HOU,2006,2006-10-22,1:03,12:03,,JAX,7,6,Sun,W 27-7,,14,0,0,0
9519,HOU,2007,2007-09-09,1:05,12:05,,KAN,1,1,Sun,W 20-3,,14,0,0,0
9520,HOU,2008,2008-10-12,1:02,12:02,,MIA,6,5,Sun,W 29-28,,14,0,0,0
9521,HOU,2008,2008-12-14,1:05,12:05,,TEN,15,14,Sun,W 13-12,,14,0,0,0
9522,HOU,2009,2009-10-18,1:02,1:02,@,CIN,6,6,Sun,W 28-17,,14,0,0,0
9523,HOU,2011,2011-11-27,1:03,1:03,@,JAX,12,11,Sun,W 20-13,,14,4,7,3
9524,HOU,2013,2013-09-09,10:25,7:25,@,SDG,1,1,Mon,W 31-28,,14,2,11,1
9525,HOU,2013,2013-09-15,1:03,12:03,,TEN,2,2,Sun,W 30-24,OT,14,6,6,2
9526,HOU,2015,2015-09-27,1:03,12:03,,TAM,3,3,Sun,W 19-9,,14,2,11,1
9527,HOU,2015,2015-11-29,1:02,12:02,,NOR,12,11,Sun,W 24-6,,14,2,11,1
9528,HOU,2015,2015-12-20,1:02,1:02,@,IND,15,14,Sun,W 16-10,,14,3,10,1
9529,HOU,2016,2016-09-11,1:05,12:05,,CHI,1,1,Sun,W 23-14,,14,3,10,1
9530,HOU,2016,2016-09-18,1:02,12:02,,KAN,2,2,Sun,W 19-12,,14,3,10,1
9531,HOU,2018,2018-10-07,8:20,7:20,,DAL,5,5,Sun,W 19-16,OT,14,6,8,0
9532,HOU,2018,2018-11-26,8:15,7:15,,TEN,12,11,Mon,W 34-17,,14,3,10,1
9533,JAX,2000,2000-09-17,1:02,1:02,,CIN,3,3,Sun,W 13-0,,14,0,0,0
9534,JAX,2004,2004-11-21,1:02,1:02,,TEN,11,10,Sun,L 15-18,,14,0,0,0
9535,JAX,2006,2006-09-10,4:15,4:15,,DAL,1,1,Sun,W 24-17,,14,0,0,0
9536,JAX,2006,2006-09-24,1:02,1:02,@,IND,3,3,Sun,L 14-21,,14,0,0,0
9537,JAX,2006,2006-10-29,1:07,1:07,@,PHI,8,7,Sun,W 13-6,,14,0,0,0
9538,JAX,2006,2006-11-05,1:03,1:03,,TEN,9,8,Sun,W 37-7,,14,0,0,0
9539,JAX,2007,2007-10-07,1:00,12:00,@,KAN,5,4,Sun,W 17-7,,14,0,0,0
9540,JAX,2008,2008-09-07,1:05,12:05,@,TEN,1,1,Sun,L 10-17,,14,0,0,0
9541,JAX,2009,2009-11-08,1:03,1:03,,KAN,9,8,Sun,W 24-21,,14,0,0,0
9542,JAX,2009,2009-11-22,1:03,1:03,,BUF,11,10,Sun,W 18-15,,14,0,0,0
9543,JAX,2014,2014-10-12,1:02,12:02,@,TEN,6,6,Sun,L 14-16,,14,3,9,2
9544,JAX,2015,2015-11-08,1:02,1:02,@,NYJ,9,8,Sun,L 23-28,,14,2,12,0
9545,JAX,2016,2016-11-20,1:00,1:00,@,DET,11,10,Sun,L 19-26,,14,1,12,1
9546,KAN,2000,2000-11-26,4:15,1:15,@,SDG,13,12,Sun,L 16-17,,14,0,0,0
9547,KAN,2005,2005-11-20,8:37,7:37,@,HOU,11,10,Sun,W 45-17,,14,0,0,0
9548,KAN,2008,2008-11-30,4:15,1:15,@,OAK,13,12,Sun,W 20-13,,14,0,0,0
9549,KAN,2010,2010-12-19,1:00,12:00,@,STL,15,14,Sun,W 27-13,,14,0,0,0
9550,KAN,2012,2012-09-23,1:02,12:02,@,NOR,3,3,Sun,W 27-24,OT,14,2,12,0
9551,KAN,2012,2012-11-12,8:40,8:40,@,PIT,10,9,Mon,L 13-16,OT,14,3,8,3
9552,KAN,2013,2013-10-20,4:26,3:26,,HOU,7,7,Sun,W 17-16,,14,4,10,0
9553,KAN,2015,2015-11-22,4:05,1:05,@,SDG,11,10,Sun,W 33-3,,14,5,7,2
9554,KAN,2015,2016-01-03,4:26,3:26,,OAK,17,16,Sun,W 23-17,,14,2,9,3
9555,KAN,2016,2016-12-25,8:30,7:30,,DEN,16,15,Sun,W 33-10,,14,3,9,2
9556,MIA,2000,2000-11-05,1:01,1:01,@,DET,10,9,Sun,W 23-8,,14,0,0,0
9557,MIA,2000,2000-12-03,1:02,1:02,@,BUF,14,13,Sun,W 33-6,,14,0,0,0
9558,MIA,2000,2000-12-10,1:02,1:02,,TAM,15,14,Sun,L 13-16,,14,0,0,0
9559,MIA,2002,2002-12-15,1:02,1:02,,OAK,15,14,Sun,W 23-17,,14,0,0,0
9560,MIA,2004,2004-10-10,1:02,1:02,@,NWE,5,5,Sun,L 10-24,,14,0,0,0
9561,MIA,2004,2004-12-26,8:37,8:37,,CLE,16,15,Sun,W 10-7,,14,0,0,0
9562,MIA,2005,2005-10-30,4:05,3:05,@,NOR,8,7,Sun,W 21-6,,14,0,0,0
9563,MIA,2006,2006-09-24,1:02,1:02,,TEN,3,3,Sun,W 13-10,,14,0,0,0
9564,MIA,2006,2006-11-12,1:03,1:03,,KAN,10,9,Sun,W 13-10,,14,0,0,0
9565,MIA,2008,2008-09-21,1:02,1:02,@,NWE,3,3,Sun,W 38-13,,14,0,0,0
